Pie,Pi,Python,Print,Pink,Food
Plane,Plain,Aeroplane,Fly,Planet,Field
Poor,Pour,Rich,Put,Prior,Fill
Pray,Prey,Pay,Prayer,Church,Lion
Rap,Wrap,Rep,Sing,Song,Rope
Real,Reel,Fake,Relic,Rope,Rugged
Rose,Rows,Flower,Petal,Rest,Rise
Seen,Scene,Sight,Saw,Movie,Smell
Seem,Seam,Saw,Such,Semi,Pants
Sees,Seize,Sight,Satisfy,Faze,Such
Shell,Shall,Cover,Beach,She,Hold
Steak,Stake,Steal,Stove,Stack,Risk
Sweet,Suite,Flavour,Room,Sat,Candy
Toad,Towed,Frog,Tide,Leaf,Green
Tough,Tuff,Strong,Man,Tell,Rock
Vein,Vain,Van,Volatile,Nerve,Blood
Waste,Waist,What,Whale,Wasp,Stomach
Whales,Wales,Won,Waste,Ireland,Country
War,Wore,Fight,Troop,Warthog,Wait
Warn,Worn,Wear,Faded,Clothes,Warm
Weigh,Whey,Wheat,Wasp,Flour,Size
Whoa,Woe,What,Wait,Surprise,No
Wood,Would,Plank,Brown,Wool,Fur
Sale,Sail,Tail,Tell,Sole,Sell
Ceiling,Sealing,Peeling,Rooftop,Above,Cover
Greece,Grease,Grace,Gross,Country,Cease
Thai,Tie,Knot,Teal,Japan,Tease
Minor,Miner,Major,Mine,Gold,Music
Find,Fined,Fine,Lost,Stolen,Offend
Rowed,Road,Row,Car,Rally,Roll
Poll,Pole,Pale,Roll,Sell,Sold
Boy,Bouy,Girl,Sister,Brother,Bell
Weather,Whether,Sunny,Wet,Her,Wreck
Him,Hymn,Hinder,Her,His,Song
Prince,Prints,Pint,Princess,Prime,Copy
Banned,Band,Bantam,Beaver,Bank,Disqualified
Tows,Toes,Taught,Two,Twice,Try
Pane,Pain,Prevent,Pay,Paint,Print
Principal,Principle,Prince,Purify,Print,Teacher
Heel,Heal,Hate,Head,Hay,Heat
Holy,Wholly,Hole,Holly,Holla,Hello
Strait,Straight,Narrow,Bent,Stray,Strain
Dough,Doe,Flour,Daunt,Dead,Dot
Wave,Waive,Weave,Wait,Wavey,Wife
Horde,Hoard,Hole,Keep,Hunt,Save
Sighed,Side,Safe,Sigh,Sight,Saint
Heir,Air,Breathe,Water,Inherit,Own
Root,Route,Road,River,Tree,Travel
Sleight,Slight,Sight,Sleigh,Silver,Savour
Steppe,Step,Stair,Steep,Steve,State
Pail,Pale,Pave,Paint,Pavement,Pal
Clause,Claws,Cause,Pause,Sentence,Cave
Taut,Taught,Tow,Toe,Fought,Learn
Leech,Leach,Litchie,Leave,Worm,Fruit
Rite,Wright,Own,Ripe,Recite,Wrong
Naval,Navel,Naive,Navy,Nirvana,Nought
Mall,Maul,Shop,Mail,Paul,Mute
Daze,Days,Date,Wonder,Dazy,Day
Place,Plaice,Plate,Home,Location,Prince
Plumb,Plum,Puny,Plumber,Plumet,Power
Breech,Breach,Breeze,Brave,Behind,Beaver
